name,datetime,tempmax,tempmin,temp,humidity,precip,sunrise,sunset,icon,raintoday,raintomorrow
"Raipur,India",15-12-2020,28.1,16.1,22.4,75.4,0,2020-12-15T06:33:18,2020-12-15T17:24:08,partly-cloudy-day,no,no
"Raipur,India",16-12-2020,30.1,15.7,23,75.2,0,2020-12-16T06:33:52,2020-12-16T17:24:32,partly-cloudy-day,no,no
"Raipur,India",17-12-2020,27.2,15.6,21.9,78.4,0,2020-12-17T06:34:26,2020-12-17T17:24:57,partly-cloudy-day,no,no
"Raipur,India",18-12-2020,28.1,13.3,20.7,68.6,0,2020-12-18T06:34:59,2020-12-18T17:25:24,clear-day,no,no
"Raipur,India",19-12-2020,27.1,10.5,18.3,53.7,0,2020-12-19T06:35:31,2020-12-19T17:25:51,partly-cloudy-day,no,no
"Raipur,India",20-12-2020,27.3,8.4,18.1,44,0,2020-12-20T06:36:02,2020-12-20T17:26:20,clear-day,no,no
"Raipur,India",21-12-2020,27.4,8.5,16.4,52.5,0,2020-12-21T06:36:32,2020-12-21T17:26:49,clear-day,no,no
"Raipur,India",22-12-2020,27.4,10.6,18,49,0,2020-12-22T06:37:02,2020-12-22T17:27:19,clear-day,no,no
"Raipur,India",23-12-2020,27.3,10.3,18,52.7,0,2020-12-23T06:37:31,2020-12-23T17:27:51,clear-day,no,no
"Raipur,India",24-12-2020,28.1,10.4,18.3,56.8,0,2020-12-24T06:37:59,2020-12-24T17:28:23,partly-cloudy-day,no,no
"Raipur,India",25-12-2020,27.6,9.2,19,50.2,0,2020-12-25T06:38:26,2020-12-25T17:28:55,clear-day,no,no
"Raipur,India",26-12-2020,27.4,8.6,17.9,55.8,0,2020-12-26T06:38:52,2020-12-26T17:29:29,clear-day,no,no
"Raipur,India",27-12-2020,28.1,10.5,18.7,58.3,0,2020-12-27T06:39:17,2020-12-27T17:30:03,clear-day,no,no
"Raipur,India",28-12-2020,29.1,11,20.3,57.7,0,2020-12-28T06:39:41,2020-12-28T17:30:38,clear-day,no,no
"Raipur,India",29-12-2020,28.9,12.5,21,58.9,0,2020-12-29T06:40:04,2020-12-29T17:31:14,clear-day,no,no
"Raipur,India",30-12-2020,27.9,12.2,19.6,67.3,0,2020-12-30T06:40:26,2020-12-30T17:31:50,clear-day,no,no
"Raipur,India",31-12-2020,28.1,11.4,20.6,62,0,2020-12-31T06:40:46,2020-12-31T17:32:27,clear-day,no,no
"Raipur,India",01-01-2021,28.1,10.7,20.5,65.6,0,2021-01-01T06:41:06,2021-01-01T17:33:04,clear-day,no,no
"Raipur,India",02-01-2021,28.1,12.3,20.7,64.8,0,2021-01-02T06:41:25,2021-01-02T17:33:42,partly-cloudy-day,no,no
"Raipur,India",03-01-2021,29.1,13.7,21,61.3,0,2021-01-03T06:41:42,2021-01-03T17:34:20,clear-day,no,no
"Raipur,India",04-01-2021,29.1,12.2,20.6,62.6,0,2021-01-04T06:41:58,2021-01-04T17:34:59,partly-cloudy-day,no,no
"Raipur,India",05-01-2021,30.3,12.9,22.1,55.4,0,2021-01-05T06:42:13,2021-01-05T17:35:38,clear-day,no,no
"Raipur,India",06-01-2021,30.7,15.2,22.7,59.2,0,2021-01-06T06:42:27,2021-01-06T17:36:18,partly-cloudy-day,no,no
"Raipur,India",07-01-2021,28.1,17,23.1,62.4,0,2021-01-07T06:42:39,2021-01-07T17:36:58,partly-cloudy-day,no,no
"Raipur,India",08-01-2021,30.1,17.4,23.2,66.1,0,2021-01-08T06:42:51,2021-01-08T17:37:38,partly-cloudy-day,no,no
"Raipur,India",09-01-2021,32.1,15.8,23.8,63.7,0,2021-01-09T06:43:01,2021-01-09T17:38:18,partly-cloudy-day,no,no
"Raipur,India",10-01-2021,33.1,16.9,24.1,60.5,0,2021-01-10T06:43:09,2021-01-10T17:38:59,clear-day,no,no
"Raipur,India",11-01-2021,31.8,17.3,23.3,68.2,0,2021-01-11T06:43:17,2021-01-11T17:39:39,clear-day,no,no
"Raipur,India",12-01-2021,30.7,15.1,23.6,66.9,0,2021-01-12T06:43:23,2021-01-12T17:40:20,clear-day,no,no
"Raipur,India",13-01-2021,27.7,15.1,20.3,55.8,0,2021-01-13T06:43:27,2021-01-13T17:41:01,clear-day,no,no
"Raipur,India",14-01-2021,28.1,11.3,19.1,50.3,0,2021-01-14T06:43:31,2021-01-14T17:41:42,clear-day,no,no
"Raipur,India",15-01-2021,29.1,9.5,19.5,44.5,0,2021-01-15T06:43:33,2021-01-15T17:42:23,clear-day,no,no
"Raipur,India",16-01-2021,28.1,9.1,19.2,43.9,0,2021-01-16T06:43:34,2021-01-16T17:43:04,clear-day,no,no
"Raipur,India",17-01-2021,29.3,8.5,19.9,43.4,0,2021-01-17T06:43:33,2021-01-17T17:43:45,clear-day,no,no
"Raipur,India",18-01-2021,31.1,8.3,20.6,49.8,0,2021-01-18T06:43:31,2021-01-18T17:44:26,clear-day,no,no
"Raipur,India",19-01-2021,31.6,12.9,22.6,56.2,0,2021-01-19T06:43:28,2021-01-19T17:45:07,partly-cloudy-day,no,no
"Raipur,India",20-01-2021,30.1,15.2,23.9,61.1,0,2021-01-20T06:43:23,2021-01-20T17:45:48,partly-cloudy-day,no,no
"Raipur,India",21-01-2021,29.1,11.6,20.1,48.9,0,2021-01-21T06:43:17,2021-01-21T17:46:28,clear-day,no,no
"Raipur,India",22-01-2021,30.1,9.4,20.1,44.5,0,2021-01-22T06:43:10,2021-01-22T17:47:08,clear-day,no,no
"Raipur,India",23-01-2021,31.1,11.2,20.9,45.7,0,2021-01-23T06:43:02,2021-01-23T17:47:49,clear-day,no,no
"Raipur,India",24-01-2021,32.1,12.2,21.9,53,0,2021-01-24T06:42:52,2021-01-24T17:48:28,clear-day,no,no
"Raipur,India",25-01-2021,31.1,14.9,23.8,57.6,0,2021-01-25T06:42:40,2021-01-25T17:49:08,clear-day,no,no
"Raipur,India",26-01-2021,30.1,11.9,22.3,61.3,0,2021-01-26T06:42:28,2021-01-26T17:49:47,clear-day,no,no
"Raipur,India",27-01-2021,29.1,12.6,21.8,61.1,0,2021-01-27T06:42:14,2021-01-27T17:50:27,partly-cloudy-day,no,no
"Raipur,India",28-01-2021,30.1,12.9,22.3,64.9,0,2021-01-28T06:41:59,2021-01-28T17:51:05,clear-day,no,yes
"Raipur,India",29-01-2021,26.6,15.5,21.5,77.1,0.6,2021-01-29T06:41:42,2021-01-29T17:51:44,rain,yes,no
"Raipur,India",30-01-2021,26.8,11.1,19.5,41.7,0,2021-01-30T06:41:24,2021-01-30T17:52:22,partly-cloudy-day,no,no
"Raipur,India",31-01-2021,27.4,6.9,18.4,38.5,0,2021-01-31T06:41:05,2021-01-31T17:52:59,clear-day,no,no
"Raipur,India",01-02-2021,28,7.5,18.8,38.4,0,2021-02-01T06:40:45,2021-02-01T17:53:37,clear-day,no,no
"Raipur,India",02-02-2021,29.3,10.6,19.8,36.8,0,2021-02-02T06:40:23,2021-02-02T17:54:13,clear-day,no,no
"Raipur,India",03-02-2021,30.9,11.9,21.3,37.2,0,2021-02-03T06:40:01,2021-02-03T17:54:50,clear-day,no,no
"Raipur,India",04-02-2021,30.1,13.5,21.5,37.5,0,2021-02-04T06:39:37,2021-02-04T17:55:26,clear-day,no,no
"Raipur,India",05-02-2021,30.8,12,21.7,36.6,0,2021-02-05T06:39:11,2021-02-05T17:56:01,clear-day,no,no
"Raipur,India",06-02-2021,29.1,14.9,21.9,42.7,0,2021-02-06T06:38:45,2021-02-06T17:56:36,partly-cloudy-day,no,no
"Raipur,India",07-02-2021,28.1,11.3,20,49.2,0,2021-02-07T06:38:18,2021-02-07T17:57:11,clear-day,no,no
"Raipur,India",08-02-2021,28.1,11.1,20,48.7,0,2021-02-08T06:37:49,2021-02-08T17:57:45,clear-day,no,no
"Raipur,India",09-02-2021,30.1,12.7,21.2,43.3,0,2021-02-09T06:37:19,2021-02-09T17:58:19,clear-day,no,no
"Raipur,India",10-02-2021,31.1,14.3,21.6,43.5,0,2021-02-10T06:36:48,2021-02-10T17:58:52,clear-day,no,no
"Raipur,India",11-02-2021,30.4,14.1,21.2,36.4,0,2021-02-11T06:36:16,2021-02-11T17:59:25,partly-cloudy-day,no,no
"Raipur,India",12-02-2021,30,13,20.9,43.9,0,2021-02-12T06:35:43,2021-02-12T17:59:57,partly-cloudy-day,no,no
"Raipur,India",13-02-2021,32.1,14.9,23.6,48.7,0,2021-02-13T06:35:09,2021-02-13T18:00:29,clear-day,no,no
"Raipur,India",14-02-2021,32.1,17.1,24,51.7,0,2021-02-14T06:34:34,2021-02-14T18:01:00,clear-day,no,no
"Raipur,India",15-02-2021,31.4,17.5,24.7,53.6,0,2021-02-15T06:33:58,2021-02-15T18:01:31,clear-day,no,yes
"Raipur,India",16-02-2021,32.7,18.1,24.4,56.7,0.7,2021-02-16T06:33:21,2021-02-16T18:02:01,rain,yes,yes
"Raipur,India",17-02-2021,28.9,17,20.3,75.1,0.7,2021-02-17T06:32:43,2021-02-17T18:02:30,rain,yes,yes
"Raipur,India",18-02-2021,27.1,16.1,21.1,73.6,1.3,2021-02-18T06:32:04,2021-02-18T18:03:00,rain,yes,yes
"Raipur,India",19-02-2021,28.1,16.4,21.5,67.1,0.5,2021-02-19T06:31:24,2021-02-19T18:03:29,rain,yes,yes
"Raipur,India",20-02-2021,29.5,15.4,22.3,59.2,1.2,2021-02-20T06:30:43,2021-02-20T18:03:57,rain,yes,yes
"Raipur,India",21-02-2021,31.1,15.4,23,55.5,0.8,2021-02-21T06:30:02,2021-02-21T18:04:25,rain,yes,no
"Raipur,India",22-02-2021,32.1,16.1,24,47.2,0,2021-02-22T06:29:20,2021-02-22T18:04:52,clear-day,no,no
"Raipur,India",23-02-2021,33.1,17.1,24.6,44.2,0,2021-02-23T06:28:36,2021-02-23T18:05:19,clear-day,no,no
"Raipur,India",24-02-2021,34.1,17.1,25,42.5,0,2021-02-24T06:27:52,2021-02-24T18:05:45,partly-cloudy-day,no,no
"Raipur,India",25-02-2021,35.1,17.4,26.2,38.2,0,2021-02-25T06:27:08,2021-02-25T18:06:11,partly-cloudy-day,no,no
"Raipur,India",26-02-2021,36.1,16.7,26.8,41.7,0,2021-02-26T06:26:22,2021-02-26T18:06:37,clear-day,no,no
"Raipur,India",27-02-2021,36.1,17.9,26.9,34.5,0,2021-02-27T06:25:36,2021-02-27T18:07:02,clear-day,no,no
"Raipur,India",28-02-2021,35.8,20,27.6,34.7,0,2021-02-28T06:24:49,2021-02-28T18:07:27,clear-day,no,no
"Raipur,India",01-03-2021,36.9,20.1,28.5,31.8,0,2021-03-01T06:24:02,2021-03-01T18:07:51,clear-day,no,no
"Raipur,India",02-03-2021,35.2,18,27.6,32.4,0,2021-03-02T06:23:14,2021-03-02T18:08:15,clear-day,no,no
"Raipur,India",03-03-2021,34.1,15.8,25.8,30.8,0,2021-03-03T06:22:25,2021-03-03T18:08:39,clear-day,no,no
"Raipur,India",04-03-2021,36.1,19.1,27.1,28.4,0,2021-03-04T06:21:36,2021-03-04T18:09:02,clear-day,no,no
"Raipur,India",05-03-2021,36.1,16.7,27.2,30.9,0,2021-03-05T06:20:46,2021-03-05T18:09:25,clear-day,no,no
"Raipur,India",06-03-2021,35.3,16.4,26.7,27.3,0,2021-03-06T06:19:56,2021-03-06T18:09:47,clear-day,no,no
"Raipur,India",07-03-2021,36.1,19.1,27.5,28.4,0,2021-03-07T06:19:05,2021-03-07T18:10:10,clear-day,no,no
"Raipur,India",08-03-2021,37.2,17.7,27.8,32,0,2021-03-08T06:18:14,2021-03-08T18:10:31,clear-day,no,no
"Raipur,India",09-03-2021,36.8,18.6,28.4,39,0,2021-03-09T06:17:23,2021-03-09T18:10:53,clear-day,no,no
"Raipur,India",10-03-2021,36.1,21.1,28.6,43.5,0,2021-03-10T06:16:31,2021-03-10T18:11:14,clear-day,no,no
"Raipur,India",11-03-2021,35.1,21.5,28.7,44.1,0,2021-03-11T06:15:38,2021-03-11T18:11:35,partly-cloudy-day,no,no
"Raipur,India",12-03-2021,37.1,22.1,28.9,40.2,0,2021-03-12T06:14:46,2021-03-12T18:11:56,partly-cloudy-day,no,yes
"Raipur,India",13-03-2021,34.8,19.8,25.8,56.7,5,2021-03-13T06:13:53,2021-03-13T18:12:17,rain,yes,no
"Raipur,India",14-03-2021,35.3,20.7,27.6,53.3,0,2021-03-14T06:12:59,2021-03-14T18:12:37,clear-day,no,no
"Raipur,India",15-03-2021,35.1,20.4,28,42.3,0,2021-03-15T06:12:06,2021-03-15T18:12:57,clear-day,no,no
"Raipur,India",16-03-2021,36.1,21.7,28.7,37.6,0,2021-03-16T06:11:12,2021-03-16T18:13:17,clear-day,no,no
"Raipur,India",17-03-2021,36,21.4,29.1,38.6,0,2021-03-17T06:10:18,2021-03-17T18:13:36,clear-day,no,yes
"Raipur,India",18-03-2021,36.2,23.3,29,41.2,0.2,2021-03-18T06:09:23,2021-03-18T18:13:56,rain,yes,yes
"Raipur,India",19-03-2021,30.1,22.7,26.3,57,0.2,2021-03-19T06:08:29,2021-03-19T18:14:15,rain,yes,yes
"Raipur,India",20-03-2021,36.4,20.1,27.4,56.1,0.9,2021-03-20T06:07:34,2021-03-20T18:14:34,rain,yes,no
"Raipur,India",21-03-2021,35.1,20.9,27.9,47,0,2021-03-21T06:06:40,2021-03-21T18:14:53,partly-cloudy-day,no,no
"Raipur,India",22-03-2021,37.3,22.1,30,41.2,0,2021-03-22T06:05:45,2021-03-22T18:15:12,clear-day,no,no
"Raipur,India",23-03-2021,38.3,23.9,28.1,45.6,0,2021-03-23T06:04:50,2021-03-23T18:15:31,partly-cloudy-day,no,no
"Raipur,India",24-03-2021,37.2,20.1,29.1,44.3,0,2021-03-24T06:03:55,2021-03-24T18:15:50,clear-day,no,no
"Raipur,India",25-03-2021,37.6,22.1,30.1,37.7,0,2021-03-25T06:03:00,2021-03-25T18:16:09,partly-cloudy-day,no,no
"Raipur,India",26-03-2021,37.1,23.6,30,35,0,2021-03-26T06:02:06,2021-03-26T18:16:27,partly-cloudy-day,no,no
"Raipur,India",27-03-2021,38,21.2,29.9,32.9,0,2021-03-27T06:01:11,2021-03-27T18:16:46,clear-day,no,no
"Raipur,India",28-03-2021,39.3,22.1,30.9,30.8,0,2021-03-28T06:00:16,2021-03-28T18:17:04,clear-day,no,no
"Raipur,India",29-03-2021,40.5,23,31.5,30.8,0,2021-03-29T05:59:21,2021-03-29T18:17:23,partly-cloudy-day,no,no
"Raipur,India",30-03-2021,41.1,23.1,31.8,35.9,0,2021-03-30T05:58:27,2021-03-30T18:17:42,clear-day,no,no
"Raipur,India",31-03-2021,41.6,23.4,31.9,27.4,0,2021-03-31T05:57:32,2021-03-31T18:18:00,partly-cloudy-day,no,no
"Raipur,India",01-04-2021,40.5,23.2,32.2,32,0,2021-04-01T05:56:38,2021-04-01T18:18:19,clear-day,no,no
"Raipur,India",02-04-2021,39.9,20.1,31.4,27.1,0,2021-04-02T05:55:44,2021-04-02T18:18:37,clear-day,no,no
"Raipur,India",03-04-2021,39.6,23.1,31.3,34.1,0,2021-04-03T05:54:50,2021-04-03T18:18:56,clear-day,no,no
"Raipur,India",04-04-2021,38.3,20.4,30.3,39.6,0,2021-04-04T05:53:57,2021-04-04T18:19:15,clear-day,no,no
"Raipur,India",05-04-2021,39.6,24.1,31.8,29.8,0,2021-04-05T05:53:04,2021-04-05T18:19:34,clear-day,no,no
"Raipur,India",06-04-2021,41.1,23.1,32.4,27,0,2021-04-06T05:52:11,2021-04-06T18:19:53,clear-day,no,no
"Raipur,India",07-04-2021,41.6,25.2,32.5,32.2,0,2021-04-07T05:51:18,2021-04-07T18:20:12,clear-day,no,no
"Raipur,India",08-04-2021,40.1,23.9,32.4,30.4,0,2021-04-08T05:50:26,2021-04-08T18:20:31,partly-cloudy-day,no,no
"Raipur,India",09-04-2021,40.5,26.1,32,35.2,0,2021-04-09T05:49:34,2021-04-09T18:20:50,partly-cloudy-day,no,no
"Raipur,India",10-04-2021,39.9,25.9,31.8,35.8,0,2021-04-10T05:48:42,2021-04-10T18:21:09,clear-day,no,no
"Raipur,India",11-04-2021,39.5,25.1,31,40.4,0,2021-04-11T05:47:51,2021-04-11T18:21:29,partly-cloudy-day,no,no
"Raipur,India",12-04-2021,38,25.6,31.9,37.4,0,2021-04-12T05:47:00,2021-04-12T18:21:48,clear-day,no,yes
"Raipur,India",13-04-2021,40.1,25.1,32.3,32.4,0.2,2021-04-13T05:46:10,2021-04-13T18:22:08,rain,yes,no
"Raipur,India",14-04-2021,39.4,25.1,31.1,35.7,0,2021-04-14T05:45:20,2021-04-14T18:22:28,partly-cloudy-day,no,no
"Raipur,India",15-04-2021,39.4,23.1,29.8,40.2,0,2021-04-15T05:44:31,2021-04-15T18:22:48,partly-cloudy-day,no,yes
"Raipur,India",16-04-2021,38,24,31,40.6,0.2,2021-04-16T05:43:42,2021-04-16T18:23:09,rain,yes,yes
"Raipur,India",17-04-2021,39.9,25,31.6,41.9,1,2021-04-17T05:42:54,2021-04-17T18:23:29,rain,yes,yes
"Raipur,India",18-04-2021,41.3,25.4,32.9,36,0.8,2021-04-18T05:42:06,2021-04-18T18:23:50,rain,yes,no
"Raipur,India",19-04-2021,40.6,24.7,33.1,28.9,0,2021-04-19T05:41:19,2021-04-19T18:24:11,clear-day,no,yes
"Raipur,India",20-04-2021,40.9,24.9,30.8,45.5,4,2021-04-20T05:40:32,2021-04-20T18:24:32,rain,yes,yes
"Raipur,India",21-04-2021,37.1,24.1,31.2,57.8,2.1,2021-04-21T05:39:47,2021-04-21T18:24:53,rain,yes,no
"Raipur,India",22-04-2021,38.1,25.1,32.2,49.2,0,2021-04-22T05:39:01,2021-04-22T18:25:15,partly-cloudy-day,no,no
"Raipur,India",23-04-2021,38.3,25.6,31.7,39.6,0,2021-04-23T05:38:17,2021-04-23T18:25:36,partly-cloudy-day,no,no
"Raipur,India",24-04-2021,39.1,25,32.1,45.5,0,2021-04-24T05:37:33,2021-04-24T18:25:58,partly-cloudy-day,no,no
"Raipur,India",25-04-2021,41,26,33.6,31,0,2021-04-25T05:36:50,2021-04-25T18:26:20,clear-day,no,no
"Raipur,India",26-04-2021,38.8,25.2,32.1,26.2,0,2021-04-26T05:36:08,2021-04-26T18:26:43,partly-cloudy-day,no,no
"Raipur,India",27-04-2021,41.5,24.4,33,25.1,0,2021-04-27T05:35:26,2021-04-27T18:27:05,partly-cloudy-day,no,no
"Raipur,India",28-04-2021,41.1,24.7,33.4,22.9,0,2021-04-28T05:34:46,2021-04-28T18:27:28,clear-day,no,no
"Raipur,India",29-04-2021,42.4,25.9,34.2,21.4,0,2021-04-29T05:34:06,2021-04-29T18:27:51,partly-cloudy-day,no,no
"Raipur,India",30-04-2021,41.8,26.1,33.5,27.8,0,2021-04-30T05:33:26,2021-04-30T18:28:15,clear-day,no,yes
"Raipur,India",01-05-2021,39.8,26.1,32.6,37.9,0.1,2021-05-01T05:32:48,2021-05-01T18:28:38,rain,yes,yes
"Raipur,India",02-05-2021,37.1,26.7,31.2,43,3.1,2021-05-02T05:32:11,2021-05-02T18:29:02,rain,yes,yes
"Raipur,India",03-05-2021,38.6,26,31.3,39.5,0.1,2021-05-03T05:31:34,2021-05-03T18:29:26,rain,yes,yes
"Raipur,India",04-05-2021,39.3,26,31.8,41,0.2,2021-05-04T05:30:58,2021-05-04T18:29:50,rain,yes,yes
"Raipur,India",05-05-2021,38,26.1,31,47.6,0.1,2021-05-05T05:30:24,2021-05-05T18:30:14,rain,yes,yes
"Raipur,India",06-05-2021,38.9,26.1,32.1,43.3,0.2,2021-05-06T05:29:50,2021-05-06T18:30:39,rain,yes,yes
"Raipur,India",07-05-2021,38.5,26.1,31,50.7,0.4,2021-05-07T05:29:17,2021-05-07T18:31:03,rain,yes,yes
"Raipur,India",08-05-2021,37.1,25.1,31.1,53.2,0.1,2021-05-08T05:28:45,2021-05-08T18:31:28,rain,yes,yes
"Raipur,India",09-05-2021,36.5,22.2,28.3,68,49,2021-05-09T05:28:14,2021-05-09T18:31:53,rain,yes,yes
"Raipur,India",10-05-2021,34.1,22.1,27.7,72.4,65,2021-05-10T05:27:44,2021-05-10T18:32:18,rain,yes,yes
"Raipur,India",11-05-2021,35.4,21.1,27.8,76.4,7,2021-05-11T05:27:15,2021-05-11T18:32:43,rain,yes,no
"Raipur,India",12-05-2021,38.6,24.6,31.5,59.7,0,2021-05-12T05:26:47,2021-05-12T18:33:09,partly-cloudy-day,no,yes
"Raipur,India",13-05-2021,38.8,25.9,31.3,54.8,3,2021-05-13T05:26:20,2021-05-13T18:33:34,rain,yes,yes
"Raipur,India",14-05-2021,38.6,24.6,31.2,55.4,1.4,2021-05-14T05:25:54,2021-05-14T18:34:00,rain,yes,no
"Raipur,India",15-05-2021,38.4,25.9,31.6,56.4,0,2021-05-15T05:25:29,2021-05-15T18:34:26,partly-cloudy-day,no,no
"Raipur,India",16-05-2021,38.4,27.3,33.2,52,0,2021-05-16T05:25:05,2021-05-16T18:34:51,partly-cloudy-day,no,no
"Raipur,India",17-05-2021,38.7,27.2,32.9,55.4,0,2021-05-17T05:24:43,2021-05-17T18:35:17,partly-cloudy-day,no,no
"Raipur,India",18-05-2021,39.1,28.1,33.2,55.9,0,2021-05-18T05:24:21,2021-05-18T18:35:43,partly-cloudy-day,no,yes
"Raipur,India",19-05-2021,38.3,28.3,33.5,55.4,0.1,2021-05-19T05:24:00,2021-05-19T18:36:09,rain,yes,yes
"Raipur,India",20-05-2021,36.7,27.9,32,60.6,0.3,2021-05-20T05:23:41,2021-05-20T18:36:35,rain,yes,no
"Raipur,India",21-05-2021,38,27.4,32.5,49.3,0,2021-05-21T05:23:22,2021-05-21T18:37:01,partly-cloudy-day,no,yes
"Raipur,India",22-05-2021,39.1,24.5,32.5,43.4,1.2,2021-05-22T05:23:05,2021-05-22T18:37:27,rain,yes,yes
"Raipur,India",23-05-2021,39.4,25.4,33,44.1,0.1,2021-05-23T05:22:48,2021-05-23T18:37:52,rain,yes,no
"Raipur,India",24-05-2021,39.8,25.9,33.2,39.7,0,2021-05-24T05:22:33,2021-05-24T18:38:18,partly-cloudy-day,no,no
"Raipur,India",25-05-2021,38.1,25.2,32.3,33,0,2021-05-25T05:22:19,2021-05-25T18:38:44,partly-cloudy-day,no,no
"Raipur,India",26-05-2021,40.2,21.7,32,35,0,2021-05-26T05:22:06,2021-05-26T18:39:09,partly-cloudy-day,no,no
"Raipur,India",27-05-2021,39.1,25.6,33.1,44.3,0,2021-05-27T05:21:54,2021-05-27T18:39:34,partly-cloudy-day,no,no
"Raipur,India",28-05-2021,41.1,25.9,33.9,41.8,0,2021-05-28T05:21:43,2021-05-28T18:40:00,partly-cloudy-day,no,no
"Raipur,India",29-05-2021,42,28.8,35.9,41.2,0,2021-05-29T05:21:33,2021-05-29T18:40:25,partly-cloudy-day,no,yes
"Raipur,India",30-05-2021,41.6,29.1,34.3,45.9,0.7,2021-05-30T05:21:25,2021-05-30T18:40:49,rain,yes,yes
"Raipur,India",31-05-2021,41.5,29.1,34.8,47.7,0.8,2021-05-31T05:21:17,2021-05-31T18:41:14,rain,yes,no
"Raipur,India",01-06-2021,39.8,29.1,33.8,51.1,0,2021-06-01T05:21:11,2021-06-01T18:41:38,partly-cloudy-day,no,yes
"Raipur,India",02-06-2021,35.9,28.6,31.5,55.9,1.1,2021-06-02T05:21:05,2021-06-02T18:42:02,rain,yes,yes
"Raipur,India",03-06-2021,38.1,25.1,30.5,64.5,19,2021-06-03T05:21:01,2021-06-03T18:42:25,rain,yes,yes
"Raipur,India",04-06-2021,37.1,24.8,30,66.5,3.9,2021-06-04T05:20:58,2021-06-04T18:42:49,rain,yes,yes
"Raipur,India",05-06-2021,36.1,25.9,31.3,59.8,0.8,2021-06-05T05:20:55,2021-06-05T18:43:12,rain,yes,no
"Raipur,India",06-06-2021,38.1,26.4,32,57.8,0,2021-06-06T05:20:54,2021-06-06T18:43:34,partly-cloudy-day,no,no
"Raipur,India",07-06-2021,39.1,26.7,33.1,51.8,0,2021-06-07T05:20:54,2021-06-07T18:43:56,partly-cloudy-day,no,yes
"Raipur,India",08-06-2021,38.9,25.9,31.6,61.5,1,2021-06-08T05:20:55,2021-06-08T18:44:18,rain,yes,yes
"Raipur,India",09-06-2021,36.1,22.3,30.4,69.9,29,2021-06-09T05:20:57,2021-06-09T18:44:39,rain,yes,yes
"Raipur,India",10-06-2021,29.2,22.1,25.6,90.4,85.8,2021-06-10T05:21:00,2021-06-10T18:44:59,rain,yes,yes
"Raipur,India",11-06-2021,32.2,24.1,25.9,89.6,10,2021-06-11T05:21:03,2021-06-11T18:45:19,rain,yes,yes
"Raipur,India",12-06-2021,30.2,25.1,27,86.6,0.2,2021-06-12T05:21:08,2021-06-12T18:45:39,rain,yes,yes
"Raipur,India",13-06-2021,32.8,25,27,88.6,23,2021-06-13T05:21:14,2021-06-13T18:45:57,rain,yes,yes
"Raipur,India",14-06-2021,32.1,24.2,27.5,84.3,5,2021-06-14T05:21:21,2021-06-14T18:46:16,rain,yes,yes
"Raipur,India",15-06-2021,31.8,24.1,27.9,81.9,47.2,2021-06-15T05:21:28,2021-06-15T18:46:33,rain,yes,yes
"Raipur,India",16-06-2021,32.2,24.3,27.9,81.3,6.6,2021-06-16T05:21:37,2021-06-16T18:46:50,rain,yes,yes
"Raipur,India",17-06-2021,33.4,24.1,28,83.5,22.8,2021-06-17T05:21:46,2021-06-17T18:47:06,rain,yes,yes
"Raipur,India",18-06-2021,30.1,22.9,26.6,86,4,2021-06-18T05:21:56,2021-06-18T18:47:22,rain,yes,yes
"Raipur,India",19-06-2021,30.8,24,26.2,89.2,14,2021-06-19T05:22:07,2021-06-19T18:47:37,rain,yes,yes
"Raipur,India",20-06-2021,32.7,23.6,27.8,80.3,0.1,2021-06-20T05:22:19,2021-06-20T18:47:50,rain,yes,no
"Raipur,India",21-06-2021,34.6,23.8,29.1,73.4,0,2021-06-21T05:22:31,2021-06-21T18:48:04,partly-cloudy-day,no,yes
"Raipur,India",22-06-2021,34.1,24.2,27.6,82.2,7,2021-06-22T05:22:45,2021-06-22T18:48:16,rain,yes,yes
"Raipur,India",23-06-2021,31.2,24.5,25.9,93.6,16,2021-06-23T05:22:59,2021-06-23T18:48:27,rain,yes,yes
"Raipur,India",24-06-2021,29.9,24.1,26.2,90.1,0.3,2021-06-24T05:23:13,2021-06-24T18:48:38,rain,yes,yes
"Raipur,India",25-06-2021,29.5,23.2,26.1,88.2,1,2021-06-25T05:23:29,2021-06-25T18:48:48,rain,yes,yes
"Raipur,India",26-06-2021,32.4,24.3,27.4,85.4,10,2021-06-26T05:23:45,2021-06-26T18:48:56,rain,yes,yes
"Raipur,India",27-06-2021,33.3,24,28.7,82.9,0.1,2021-06-27T05:24:01,2021-06-27T18:49:04,rain,yes,yes
"Raipur,India",28-06-2021,33.3,25,29.1,80.7,0.9,2021-06-28T05:24:19,2021-06-28T18:49:11,rain,yes,no
"Raipur,India",29-06-2021,34.2,25,29.7,78.8,0,2021-06-29T05:24:37,2021-06-29T18:49:17,partly-cloudy-day,no,yes
"Raipur,India",30-06-2021,35.2,25,30.1,78.7,1.5,2021-06-30T05:24:55,2021-06-30T18:49:22,rain,yes,yes
"Raipur,India",01-07-2021,35.1,25.8,29.1,83,28,2021-07-01T05:25:14,2021-07-01T18:49:26,rain,yes,yes
"Raipur,India",02-07-2021,29.1,24.7,26.5,89.4,0.2,2021-07-02T05:25:34,2021-07-02T18:49:29,rain,yes,yes
"Raipur,India",03-07-2021,32.1,23.9,27.5,84.9,0.3,2021-07-03T05:25:53,2021-07-03T18:49:31,rain,yes,yes
"Raipur,India",04-07-2021,33.1,24.4,27.8,86.5,0.2,2021-07-04T05:26:14,2021-07-04T18:49:32,rain,yes,yes
